id,text,datetime,geo,predicted,tag
263067704418791425,"@godseyg i was arrested about 36 hours later. and now im staying in cincinnati to be with the son ive 
never met.",2012-10-30 00:00:02,"{'type': 'Point', 'coordinates': [39.12081393, -84.44655356]}",1.0,0.0
263067709691023361,wish i was wiff my love during this disaster #misshim #,2012-10-30 00:00:04,"{'type': 'Point', 'coordinates': [41.28866479, -73.22198647]}",1.0,0.0
263067710290808833,"im a hurricane vet.. so #hurricanesandy isnt a big deal for me and my family however, my thoughts and prayers go out 2 all being affected",2012-10-30 00:00:04,"{'type': 'Point', 'coordinates': [39.12088316, -76.70500841]}",1.0,0.0
263067710311772160,the scorpions - rock you like a hurricane #2012hurricanesandyplaylist,2012-10-30 00:00:04,"{'type': 'Point', 'coordinates': [42.60095122, -76.18755174]}",1.0,0.0
263067717840543744,lights out @ frankenstorm apocalypse - hurricane sandy w/ 2923 others,2012-10-30 00:00:06,"{'type': 'Point', 'coordinates': [40.79093941, -73.79173279]}",1.0,0.0
263067722894692352,"n4trq-1 near 5322 hitching post ct virginia beach, va 23462 42.8f ",2012-10-30 00:00:07,"{'type': 'Point', 'coordinates': [36.86896, -76.16481]}",1.0,0.0
263067721976139776,"hurricane meal número dos: chicken sloppy joe, steamed broccoli, sweet potato fries and or @ the continental ",2012-10-30 00:00:07,"{'type': 'Point', 'coordinates': [40.7530543, -73.96856557]}",1.0,0.0
263067732495462400,"@dejan_kovacevic they should have named this storm doug shedden, then it wouldnt hit anything.",2012-10-30 00:00:09,"{'type': 'Point', 'coordinates': [35.20300757, -80.83790743]}",1.0,0.0
263067737260191744,if hurricane sandy fucks my house up im goin to punch her right in her twitter #215,2012-10-30 00:00:10,"{'type': 'Point', 'coordinates': [41.38600445, -75.71094131]}",1.0,0.0
263067740275884032,would it be a bad idea to go out behind my apartment building to take a picture of the damage,2012-10-30 00:00:11,"{'type': 'Point', 'coordinates': [40.77271571, -73.9456303]}",1.0,1.0
263067754062561280,just found out a 3 ways out of sewaren are flooded out and closed. trapped but its all good i have power and direct tv,2012-10-30 00:00:14,"{'type': 'Point', 'coordinates': [40.55029391, -74.25708331]}",1.0,1.0
263067752137379842,listening to the radio for #hurricanesandy updates like they did back in the day...stay strong #tristatearea #northerners  :,2012-10-30 00:00:14,"{'type': 'Point', 'coordinates': [41.21444696, -74.00055843]}",1.0,0.0
263067757678043137,outside in a hurricane #yolo,2012-10-30 00:00:15,"{'type': 'Point', 'coordinates': [40.79299108, -74.18377271]}",1.0,0.0
263067770072203264,@cassadeepope if i got the digital channel i would. local channel is only showing hurricane shit,2012-10-30 00:00:18,,1.0,0.0
263067783171022848,@nbcthevoice unfortunately cant watch here at my place in the east but hope to see it later online.  ty for prayers,2012-10-30 00:00:21,"{'type': 'Point', 'coordinates': [40.04122715, -76.31967376]}",1.0,0.0
263067788518776832,"@brittanylynnx33 save me luckily i live on a hill so i dont get the flooding, so i really shouldnt even be complaining /: it still stinks",2012-10-30 00:00:23,"{'type': 'Point', 'coordinates': [40.80420974, -74.12836498]}",1.0,0.0
263067789009498113,das crazy nigga tryin 2 spark  me like dat. spark #hurricanesosa not me shit lol @glennisa_menace @thatcrazy_val,2012-10-30 00:00:23,"{'type': 'Point', 'coordinates': [39.40647426, -77.4639506]}",1.0,0.0
263067790079049728,"to my brothers @35_perfection , @davonmckoy i love yall so much and im praying for your family  im here for you guys ",2012-10-30 00:00:23,"{'type': 'Point', 'coordinates': [34.71697586, -79.49514064]}",1.0,0.0
263067794797645824,"old saybrook high school shelter, by the numbers: 267 people including 50 from apple rehab nursing home, 20 dogs, 13 cats. no exotics.",2012-10-30 00:00:24,"{'type': 'Point', 'coordinates': [41.28767717, -72.39747687]}",1.0,1.0
263067799952424960,@lyssaninii its supposed to be a hurricane  and okays lol,2012-10-30 00:00:25,"{'type': 'Point', 'coordinates': [40.55159107, -80.2774909]}",1.0,0.0
263067801693081600,sooo not fond of  #hurricanesandy w/ her negatory vibes #flooding #poweroutage annnd to 1self flamin unnecessary #chinesefoodbaby  x,2012-10-30 00:00:26,"{'type': 'Point', 'coordinates': [40.74817538, -73.97527531]}",1.0,1.0
263067809465114624,im at frankenstorm apocalypse - hurricane sandy w/ @iamtimbaker,2012-10-30 00:00:27,,1.0,0.0
263067810727604225,@taylorstacy12 what if gangnam style is just a giant rain dance and we brought this hurricane on ourselves lololol,2012-10-30 00:00:28,"{'type': 'Point', 'coordinates': [39.59199628, -82.95048047]}",1.0,0.0
263067816876453891,this hurricane could so eff d house up...so it should.,2012-10-30 00:00:29,"{'type': 'Point', 'coordinates': [42.40192, -71.02048]}",1.0,0.0
263067814573780993,my hood is flooded.  @ home sweet hoboken,2012-10-30 00:00:29,"{'type': 'Point', 'coordinates': [40.73788614, -74.0358876]}",1.0,1.0
263067827089600512,sandy doing damage somewhere but not down here...heard she took a life,2012-10-30 00:00:32,,1.0,0.0
263067840075157504,"omg, charge everything @officialcharice and @nychaster. #hurricanesandy ",2012-10-30 00:00:35,"{'type': 'Point', 'coordinates': [40.82038335, -73.85119594]}",1.0,0.0
263067847582949376,an extra special prayer tonight for the fdny and other emergency personnel responding to victims of #sandy,2012-10-30 00:00:37,"{'type': 'Point', 'coordinates': [35.00719093, -78.18569792]}",1.0,0.0
263067863374503938,"as we have my brothers boat, incase it floods.",2012-10-30 00:00:40,"{'type': 'Point', 'coordinates': [40.92838193, -81.11068733]}",1.0,0.0
263067865291292672,hmm. songs with a storm theme keep coming on through shuffle...,2012-10-30 00:00:41,,1.0,0.0
263067869745643520,@sandyshurricane: lol just threw a suv into a field cuz the bitch had a romney 2012 bumber sticker. @ropedope12,2012-10-30 00:00:42,"{'type': 'Point', 'coordinates': [40.87262592, -81.37178382]}",1.0,0.0
263067899273555968,@daisydumas battened down. its made landfall and floods are coming but having fun with the dog #frankenstorm,2012-10-30 00:00:49,"{'type': 'Point', 'coordinates': [40.73809107, -73.99416292]}",1.0,0.0
263067907662151680,avenue c is flooding,2012-10-30 00:00:51,"{'type': 'Point', 'coordinates': [40.72167997, -73.98408174]}",1.0,1.0
263067908404572161,#skidgemoesurvival lets get it trending to keep skidge moe afloat through this storm @tedpetry7,2012-10-30 00:00:51,"{'type': 'Point', 'coordinates': [41.28008254, -81.77943556]}",1.0,0.0
263067908467478528,i think im the only one who doesnt care about this storm... ill also be the one with the dead phone battery tomorrow,2012-10-30 00:00:51,"{'type': 'Point', 'coordinates': [40.58765796, -79.52764364]}",1.0,0.0
263067910438785024,sandy you pussy your not even a hurricane #fraud,2012-10-30 00:00:52,"{'type': 'Point', 'coordinates': [39.82866489, -75.44883002]}",1.0,0.0
263067913563557890,this fuckn hurricane sandy is n da way. she need a take her dum ass back where ever da fuck she came from n thats back off shore.,2012-10-30 00:00:52,"{'type': 'Point', 'coordinates': [40.03470802, -75.08753395]}",1.0,0.0
263067918043054080,@roryplaysgolf @mattybrowne111 maybe matty wants to make sure  hurricane schwartzy gets to spank his monkey while watching them do it,2012-10-30 00:00:53,"{'type': 'Point', 'coordinates': [39.81811958, -75.6241102]}",1.0,0.0
263067914721165312,"@youranonnews: breaking: apple maps says hurricane sandy to hit california by midnight
hilarious #sandy",2012-10-30 00:00:53,"{'type': 'Point', 'coordinates': [38.29491018, -77.45403192]}",1.0,0.0
263067917967560704,whats dat intro to play doh #frankenstorm  @ the marquis,2012-10-30 00:00:53,"{'type': 'Point', 'coordinates': [40.0901392, -75.36720965]}",1.0,0.0
263067926934994944,@twc_hurricane: cars under water in #nyc at ave. c and 14th st.  thx to jordanf05 for that photo:,2012-10-30 00:00:56,"{'type': 'Point', 'coordinates': [34.80823472, -77.38609437]}",1.0,1.0
263067934295998465,i think i like @thesandbar hurricanes a lot more than #sandy,2012-10-30 00:00:57,"{'type': 'Point', 'coordinates': [40.6191598, -74.091037]}",1.0,0.0
263067971650469888,@eastonpapatch you are very welcome...it is a privilege as a recovering photo/journalist to pass along a few nuggets. i got a schooling too,2012-10-30 00:01:06,,1.0,0.0
263067976549416960,just lost power #hurricanesandy,2012-10-30 00:01:07,"{'type': 'Point', 'coordinates': [42.4272801, -72.510261]}",1.0,1.0
263067973915406336,- this is crazy this the most action jersey city got cause the last hurricane and earthquake we had didnt do nothing,2012-10-30 00:01:07,"{'type': 'Point', 'coordinates': [40.70125048, -74.08594706]}",1.0,0.0
263067983826538496,"im at frankenstorm2012 damascus, md w/ 7 others ",2012-10-30 00:01:09,"{'type': 'Point', 'coordinates': [39.28280258, -77.23319244]}",1.0,0.0
263067994350051329,@ahurricanesandy: if u havin weather problems i feel bad for you son i got 99mph winds and ima send you some. @omalleycat21,2012-10-30 00:01:12,"{'type': 'Point', 'coordinates': [40.8042492, -77.8535031]}",1.0,0.0
263067997109882881,when life gives you hurricanes... #hurricanesandy #frankenstorm  @ frankenstorm apocalypse - hurricane sandy,2012-10-30 00:01:12,"{'type': 'Point', 'coordinates': [40.79093941, -73.79173279]}",1.0,0.0
263068001727836160,hurricane sandy aint no joke,2012-10-30 00:01:13,"{'type': 'Point', 'coordinates': [34.95493984, -81.97323287]}",1.0,0.0
263068002675744768,hurricane #sandy party is not so popping. but hey captain is getting the best of me. who wants to go #stormchasing,2012-10-30 00:01:14,"{'type': 'Point', 'coordinates': [42.711137, -73.9244231]}",1.0,0.0
263068005653700608,can you say independence day #hurricane everyone stay safe,2012-10-30 00:01:14,"{'type': 'Point', 'coordinates': [39.0628586, -84.2726017]}",1.0,0.0
263068010544242688,just ordered hurricane pizza   im so hungry,2012-10-30 00:01:16,"{'type': 'Point', 'coordinates': [37.6858197, -77.5225748]}",1.0,0.0
263068011341168640,#longcat darby knows all about the storm coming,2012-10-30 00:01:16,"{'type': 'Point', 'coordinates': [40.64237779, -74.0192831]}",1.0,0.0
263068016500154369,praying for the east coast tonight,2012-10-30 00:01:17,"{'type': 'Point', 'coordinates': [39.84619317, -83.0554188]}",1.0,0.0
263068031125688321,"everything in bethesda- closed
everything in friendship- closed
looks like im making some mac n cheesr",2012-10-30 00:01:20,"{'type': 'Point', 'coordinates': [38.97700679, -77.07574311]}",1.0,0.0
263068031754829824,hahaha fuck that bitch. you shoulda just stayed with her ugly ass during the storm cause youre causing enough fucking problems as it is.,2012-10-30 00:01:20,"{'type': 'Point', 'coordinates': [39.4855559, -76.4086897]}",1.0,0.0
263068033797468160,i could go for a hurricane right about now #turntfup,2012-10-30 00:01:21,"{'type': 'Point', 'coordinates': [38.78787067, -77.48540631]}",1.0,0.0
263068032606289921,quit putting all ur business on twitter not cool #dramatic,2012-10-30 00:01:21,"{'type': 'Point', 'coordinates': [34.834327, -82.3906191]}",1.0,0.0
263068032606273536,"@thewubster were fine, just lots of rain and wind.  no flooding by my house, but i havent been out to check the neighborhood.",2012-10-30 00:01:21,,1.0,0.0
263068034766348289,@pplelectric power out in locust lake village in pocono lake,2012-10-30 00:01:21,"{'type': 'Point', 'coordinates': [41.13210666, -75.54768737]}",1.0,0.0
263068037261979648,@joandidion: a storm with no eye,2012-10-30 00:01:22,,1.0,0.0
263068040768401410,im at frankenstorm apocalypse - hurricane sandy w/ @jgeideman,2012-10-30 00:01:23,"{'type': 'Point', 'coordinates': [40.79093941, -73.79173279]}",1.0,0.0
263068042433536001,halloween is no longer the 31st dis year. cleveland postponed it till november 3rd cuz of the storms. #rt,2012-10-30 00:01:23,"{'type': 'Point', 'coordinates': [41.53757485, -81.58462085]}",1.0,0.0
263068048213291008,the fact that the storm hasnt even hit and its this bad ltltltlt,2012-10-30 00:01:24,"{'type': 'Point', 'coordinates': [40.2296621, -77.1843157]}",1.0,0.0
263068051702943744,its only 8 and im ready to crash #mehh,2012-10-30 00:01:25,"{'type': 'Point', 'coordinates': [37.52544975, -77.58398438]}",1.0,0.0
263068050453065728,@ggoz83 yea it was 20 feet from me but im good. thanks for the concern bro #hurricanesandy,2012-10-30 00:01:25,"{'type': 'Point', 'coordinates': [40.70643581, -73.59463259]}",1.0,0.0
263068057868587009,"@sammmetz damn... well stay safe ampamp if you need help, i will fly my jet to rescue you.",2012-10-30 00:01:27,"{'type': 'Point', 'coordinates': [40.00712395, -75.15276337]}",1.0,0.0
263068064462024704,hope power stays on so i can watch #dwts stupid #hurricanesandy,2012-10-30 00:01:28,"{'type': 'Point', 'coordinates': [37.5285971, -77.1694289]}",1.0,0.0
263068066991177728,my house is going to collapse. bye guys.,2012-10-30 00:01:29,"{'type': 'Point', 'coordinates': [40.87909315, -74.08689341]}",1.0,0.0
263068074884861953,#hurricanesandy frito pie  @ ridgewood manor,2012-10-30 00:01:31,"{'type': 'Point', 'coordinates': [40.706149, -73.900133]}",1.0,0.0
263068081486716930,@zacattackciotti lollll damn,2012-10-30 00:01:32,"{'type': 'Point', 'coordinates': [43.10557617, -75.3332147]}",1.0,0.0
263068078852694016,if only i were drinking this @ the historic blue star#untppdfrankenstorm  drinking a blue star @ frankenstorm,2012-10-30 00:01:32,"{'type': 'Point', 'coordinates': [40.05073, -76.3427]}",1.0,0.0
263068088986107904,"okay, its 8pm.. it can only get worse. #hurricanesandygoaway",2012-10-30 00:01:34,"{'type': 'Point', 'coordinates': [40.82038335, -73.85119594]}",1.0,0.0
263068109143941120,@j3nny_baby ill trade....stuck at the fire house. winds blowing,2012-10-30 00:01:39,"{'type': 'Point', 'coordinates': [39.8746359, -75.0209019]}",1.0,0.0
263068118459510785,sandy now prefers to be classified as post-tropical because apparently hurricane has become too mainstream #hipstersandy,2012-10-30 00:01:41,"{'type': 'Point', 'coordinates': [39.50626657, -84.7414285]}",1.0,0.0
263068117717090304,"you can tell the people that have been through this sort of thing before, theyre  using the stairs, not the elevators. #hurricanesandy",2012-10-30 00:01:41,"{'type': 'Point', 'coordinates': [40.75554505, -73.96918]}",1.0,0.0
263068120107872256,@romneystormtips stupid just send me some ramen noodles to get me by oh and call my school amp tell them im fine w/ staying home.,2012-10-30 00:01:42,"{'type': 'Point', 'coordinates': [42.6285368, -79.0705021]}",1.0,0.0
263068141406527489,nyc hurricane evacuation zones,2012-10-30 00:01:47,"{'type': 'Point', 'coordinates': [40.8807669, -74.1315362]}",1.0,1.0
263068141112938496,i charged all those batteries for nothing. nothing #yorkstorm,2012-10-30 00:01:47,"{'type': 'Point', 'coordinates': [40.0547739, -76.6511172]}",1.0,0.0
263068153670680576,only my mom would lock me outside in a storm.,2012-10-30 00:01:50,"{'type': 'Point', 'coordinates': [41.74972458, -72.85400504]}",1.0,0.0
263068155964960768,"just took my dog, roy, for a 1 mile walk in hurricane sandy #yolo",2012-10-30 00:01:50,"{'type': 'Point', 'coordinates': [35.97174577, -80.03053931]}",1.0,0.0
263068162176729088,"still waiting to see following #sandy related headline: 

sandy washes snooki out to sea
jwow, 3 others mourn loss to humanity",2012-10-30 00:01:52,"{'type': 'Point', 'coordinates': [41.44832599, -73.32260012]}",1.0,0.0
263068172230459392,led zeppelin - when the levee breaks #2012hurricanesandyplaylist,2012-10-30 00:01:54,"{'type': 'Point', 'coordinates': [42.60082569, -76.18754483]}",1.0,0.0
263068174075953153,why everybody so scared  dhiss storm is dam weak i still got my power :-,2012-10-30 00:01:54,"{'type': 'Point', 'coordinates': [38.8553799, -77.109864]}",1.0,0.0
